Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Morrison J.,Okun N.,98,110,6.0,3.0,7.0,6.0,6.0,2.0,,,,,3,0,Completed,1.533,2.375,1.48,2.55,1.67,1.95,1.6,1.9,,
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Nalbandian D.,Sanchez D.,32,62,6.0,4.0,6.0,3.0,4.0,6.0,7.0,5.0,,,3,1,Completed,1.444,2.625,1.4,2.8,1.38,2.65,1.35,2.5,,
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Nieminen J.,Mackin A.,42,355,7.0,6.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed,1.222,4.0,1.23,3.9,1.35,2.65,1.25,3.0,,
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Novak J.,Meligeni F.,12,60,2.0,6.0,6.0,0.0,6.0,4.0,6.0,4.0,,,3,1,Completed,,,1.12,5.75,1.15,4.25,1.1,4.5,1.182,4.333
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Pavel A.,Carlsen K.,21,81,6.0,4.0,6.0,1.0,3.0,6.0,6.0,3.0,,,3,1,Completed,,,1.85,1.9,1.7,1.95,1.7,1.8,1.727,2.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Philippoussis M.,Boutter J.,104,50,6.0,3.0,3.0,6.0,6.0,1.0,6.0,2.0,,,3,1,Completed,,,1.18,4.5,1.37,2.6,1.25,3.0,1.222,3.75
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Rochus O.,Rochus C.,64,85,6.0,2.0,3.0,6.0,7.0,6.0,6.0,0.0,,,3,1,Completed,1.5,2.5,1.48,2.55,1.65,2.0,1.5,2.1,1.5,2.5
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Roddick A.,Ulihrach B.,14,52,6.0,1.0,3.0,1.0,,,,,,,1,0,Retired,1.143,5.0,1.2,4.2,1.15,4.1,1.1,4.5,1.143,5.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Rosset M.,Acasuso J.,115,87,6.0,3.0,7.0,6.0,6.0,1.0,,,,,3,0,Completed,1.286,3.5,1.25,3.75,1.5,2.35,1.25,3.0,1.333,3.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Rusedski G.,Melzer J.,39,105,6.0,1.0,6.0,4.0,7.0,5.0,,,,,3,0,Completed,1.071,7.5,1.14,5.2,1.1,5.1,1.1,4.5,1.1,6.5
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Sa A.,Dupuis A.,90,92,6.0,3.0,4.0,6.0,6.0,4.0,5.0,7.0,6.0,3.0,3,2,Completed,2.375,1.533,2.2,1.62,1.9,1.7,1.9,1.6,2.375,1.533
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Safin M.,Pioline C.,2,93,7.0,6.0,6.0,2.0,6.0,3.0,,,,,3,0,Completed,1.167,4.5,1.18,4.5,1.15,4.25,1.15,3.8,1.182,4.333
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Sampras P.,Lee M.,13,116,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3,0,Completed,,,1.14,5.0,1.15,4.25,1.15,3.8,1.063,7.5
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Santoro F.,Calleri A.,37,56,2.0,6.0,7.0,6.0,6.0,4.0,4.0,6.0,6.0,3.0,3,2,Completed,1.167,4.5,1.25,3.7,1.32,2.8,1.2,3.3,1.2,4.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Saretta F.,Johansson T.,71,11,6.0,7.0,6.0,4.0,7.0,6.0,3.0,6.0,12.0,10.0,3,2,Completed,8.0,1.063,6.0,1.1,5.55,1.08,5.0,1.05,7.0,1.071
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Sargsian S.,Vicente F.,73,55,4.0,6.0,7.0,6.0,6.0,3.0,6.0,2.0,,,3,1,Completed,1.333,3.25,1.28,3.4,1.37,2.6,1.3,2.7,1.364,3.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Schalken S.,Pless K.,23,82,6.0,3.0,6.0,3.0,7.0,5.0,,,,,3,0,Completed,1.167,4.5,1.16,4.75,1.35,2.7,1.2,3.3,1.2,4.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Schuettler R.,Arazi H.,24,46,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,1.667,2.1,1.8,1.95,1.75,1.85,1.7,1.8,1.727,2.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Sluiter R.,Robredo T.,76,31,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3,0,Completed,2.375,1.533,2.15,1.65,2.0,1.65,2.1,1.5,2.5,1.5
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Spadea V.,Larsson M.,72,131,3.0,6.0,7.0,6.0,6.0,7.0,6.0,4.0,6.0,1.0,3,2,Completed,,,2.5,1.48,2.05,1.6,2.3,1.4,2.25,1.571
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Srichaphan P.,Brasington J.,67,136,6.0,4.0,6.0,3.0,3.0,6.0,5.0,7.0,6.0,4.0,3,2,Completed,,,1.58,2.3,1.67,1.95,1.6,1.9,1.571,2.25
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Stepanek R.,Saulnier C.,147,156,7.0,5.0,6.0,2.0,7.0,6.0,,,,,3,0,Completed,1.909,1.8,1.9,1.85,1.75,1.85,1.65,1.85,1.833,1.833
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Thomann N.,Hipfl M.,237,88,6.0,1.0,7.0,6.0,3.0,6.0,4.0,6.0,11.0,9.0,3,2,Completed,,,1.33,3.15,1.62,2.02,1.35,2.5,,
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Vacek J.,Golmard J.,80,66,6.0,2.0,7.0,6.0,3.0,2.0,,,,,2,0,Retired,2.2,1.615,2.1,1.68,1.85,1.75,1.9,1.6,2.1,1.667
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Voinea A.,Coutelot N.,63,91,7.0,6.0,6.0,1.0,6.0,3.0,,,,,3,0,Completed,1.5,2.5,1.45,2.6,1.6,2.0,1.45,2.2,1.533,2.375
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Waske A.,Gaudenzi A.,158,70,7.0,6.0,7.0,6.0,6.0,7.0,6.0,1.0,,,3,1,Completed,1.615,2.2,1.55,2.4,1.8,1.8,1.6,1.9,1.727,2.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Youzhny M.,Vahaly B.,61,143,6.0,3.0,1.0,6.0,6.0,3.0,6.0,2.0,,,3,1,Completed,,,1.1,6.25,1.1,5.2,1.1,4.5,,
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Arthurs W.,Novak J.,89,12,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3,0,Completed,1.533,2.375,1.5,2.5,1.62,2.02,1.5,2.1,1.571,2.25
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Bastl G.,Sampras P.,145,13,6.0,3.0,6.0,2.0,4.0,6.0,3.0,6.0,6.0,4.0,3,2,Completed,8.0,1.063,8.5,1.05,6.5,1.05,5.0,1.05,8.0,1.05
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Clement A.,Martin T.,38,40,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3,0,Completed,3.0,1.364,2.8,1.4,2.1,1.57,2.3,1.4,3.0,1.333
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Dent T.,Gambill J.M.,109,58,6.0,4.0,7.0,5.0,7.0,6.0,,,,,3,0,Completed,2.5,1.5,2.5,1.5,2.02,1.62,2.2,1.45,2.5,1.5
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Escude N.,Rosset M.,33,115,6.0,2.0,5.0,7.0,7.0,5.0,6.0,4.0,,,3,1,Completed,1.4,2.75,1.36,3.0,1.42,2.45,1.3,2.7,1.4,2.75
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Ferreira W.,Ljubicic I.,51,36,6.0,4.0,6.0,4.0,3.0,6.0,4.0,6.0,6.0,3.0,3,2,Completed,1.533,2.375,1.57,2.3,1.67,1.95,1.65,1.85,1.615,2.2
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Henman T.,Draper S.,5,230,3.0,6.0,6.0,3.0,6.0,4.0,6.0,3.0,,,3,1,Completed,1.05,8.5,1.08,7.0,1.05,6.75,1.05,5.0,1.045,8.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Hewitt L.,Carraz G.,1,168,6.0,4.0,7.0,6.0,6.0,2.0,,,,,3,0,Completed,1.04,9.0,1.01,12.0,1.03,7.5,1.02,6.0,1.03,9.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Kafelnikov Y.,Thomann N.,6,237,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed,1.1,6.5,1.1,6.25,1.05,6.5,1.1,4.5,1.167,4.5
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Kiefer N.,Gonzalez F.,54,43,7.0,5.0,6.0,3.0,6.0,0.0,,,,,3,0,Completed,1.4,2.75,1.4,2.8,1.47,2.3,1.3,2.7,1.333,3.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Knowle J.,Nieminen J.,95,42,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3,0,Completed,2.5,1.5,2.35,1.55,1.88,1.72,1.9,1.6,,
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Krajicek R.,Blake J.,1093,34,6.0,3.0,6.0,4.0,3.0,6.0,4.0,6.0,11.0,9.0,3,2,Completed,1.667,2.1,1.8,1.95,1.72,1.88,1.6,1.9,1.727,2.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Kratochvil M.,Labadze I.,45,86,3.0,6.0,6.0,0.0,7.0,6.0,7.0,6.0,,,3,1,Completed,1.333,3.25,1.3,3.3,1.37,2.6,1.3,2.7,1.25,3.5
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Lapentti N.,Cowan B.,27,251,4.0,6.0,6.0,4.0,6.0,3.0,6.0,2.0,,,3,1,Completed,1.533,2.375,1.62,2.2,1.62,2.02,1.55,2.0,1.667,2.1
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Lopez F.,Canas G.,103,17,4.0,6.0,2.0,6.0,7.0,6.0,7.0,5.0,10.0,8.0,3,2,Completed,7.5,1.071,5.7,1.12,5.75,1.08,5.0,1.05,6.0,1.1
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Malisse X.,Spadea V.,35,72,7.0,5.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed,1.364,3.0,1.33,3.15,1.47,2.3,1.35,2.5,1.286,3.25
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Morrison J.,Ferrero J.C.,98,8,6.0,3.0,7.0,5.0,7.0,6.0,,,,,3,0,Completed,2.625,1.444,2.4,1.53,2.1,1.57,2.3,1.4,2.625,1.444
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Nalbandian D.,Mathieu P.H.,32,75,7.0,6.0,7.0,6.0,6.0,3.0,,,,,3,0,Completed,1.727,2.0,1.75,2.0,1.77,1.83,1.65,1.85,1.727,2.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Pavel A.,Beck K.,21,210,3.0,6.0,6.0,1.0,7.0,6.0,6.0,4.0,,,3,1,Completed,1.167,4.5,1.16,4.75,1.32,2.8,1.1,4.5,1.143,5.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Philippoussis M.,Enqvist T.,104,26,7.0,5.0,6.0,3.0,6.0,4.0,,,,,3,0,Completed,1.533,2.375,1.53,2.4,1.62,2.02,1.5,2.1,1.533,2.375
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Rochus O.,Safin M.,64,2,6.0,2.0,6.0,4.0,3.0,6.0,7.0,6.0,,,3,1,Completed,7.0,1.083,6.75,1.08,,,4.5,1.1,6.5,1.071
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Roddick A.,Martin A.,14,59,6.0,1.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed,1.04,9.0,1.08,7.0,1.05,6.5,1.05,5.0,1.04,8.5
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Rusedski G.,Lee H.T.,39,97,6.0,1.0,6.0,4.0,5.0,7.0,6.0,2.0,,,3,1,Completed,1.1,6.5,1.15,5.0,1.1,5.25,1.1,4.5,1.1,6.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Sa A.,Koubek S.,90,41,3.0,6.0,7.0,6.0,7.0,5.0,6.0,3.0,,,3,1,Completed,2.25,1.571,2.1,1.68,1.83,1.77,1.8,1.7,2.2,1.615
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Saretta F.,Waske A.,71,158,6.0,7.0,6.0,4.0,6.0,4.0,7.0,5.0,,,3,1,Completed,1.571,2.25,1.67,2.1,1.67,1.95,1.5,2.1,,
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Schalken S.,Chang M.,23,99,7.0,6.0,6.0,3.0,4.0,6.0,6.0,1.0,,,3,1,Completed,1.167,4.5,1.18,4.5,1.12,4.8,1.15,3.8,1.143,5.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Schuettler R.,Sargsian S.,24,73,6.0,3.0,6.0,0.0,6.0,1.0,,,,,3,0,Completed,1.5,2.5,1.48,2.55,1.57,2.1,1.35,2.5,1.533,2.375
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Srichaphan P.,Agassi A.,67,4,6.0,4.0,7.0,6.0,6.0,2.0,,,,,3,0,Completed,9.0,1.04,8.0,1.06,7.5,1.03,5.5,1.03,9.0,1.04
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Stepanek R.,Sluiter R.,147,76,6.0,3.0,6.0,7.0,6.0,3.0,6.0,3.0,,,3,1,Completed,2.75,1.4,2.9,1.38,2.2,1.52,2.3,1.4,2.5,1.5
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Vacek J.,Ancic M.,80,154,6.0,4.0,6.0,4.0,7.0,5.0,,,,,3,0,Completed,2.75,1.4,2.55,1.48,2.02,1.62,2.1,1.5,2.25,1.571
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Voinea A.,Santoro F.,63,37,6.0,2.0,6.0,4.0,3.0,6.0,6.0,3.0,,,3,1,Completed,2.75,1.4,2.5,1.5,2.3,1.47,2.3,1.4,2.75,1.4
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Youzhny M.,Gaudio G.,61,28,6.0,0.0,1.0,6.0,7.0,6.0,5.0,7.0,6.0,4.0,3,2,Completed,1.364,3.0,1.42,2.75,1.42,2.45,1.3,2.7,1.4,2.75
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Arthurs W.,Dent T.,89,109,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,,,3,1,Completed,1.667,2.1,1.6,2.25,1.68,1.95,1.5,2.1,1.615,2.2
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Clement A.,Rochus O.,38,64,6.0,0.0,7.0,5.0,6.0,3.0,,,,,3,0,Completed,1.4,2.75,1.38,3.0,1.55,2.2,1.35,2.5,1.364,2.875
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Henman T.,Ferreira W.,5,51,7.0,6.0,3.0,6.0,7.0,6.0,6.0,1.0,,,3,1,Completed,1.25,3.75,1.28,3.5,1.21,3.65,1.25,3.0,1.222,3.75
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Hewitt L.,Knowle J.,1,95,6.0,2.0,6.0,1.0,6.0,3.0,,,,,3,0,Completed,1.04,9.0,1.02,11.0,1.04,7.5,1.03,5.5,1.04,8.5
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Krajicek R.,Srichaphan P.,1093,67,7.0,6.0,6.0,4.0,6.0,2.0,,,,,3,0,Completed,1.5,2.5,1.55,2.35,1.72,1.9,1.5,2.1,1.533,2.375
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Kratochvil M.,Stepanek R.,45,147,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed,1.571,2.25,1.5,2.5,1.58,2.1,1.45,2.2,1.571,2.25
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Lapentti N.,Pavel A.,27,21,3.0,6.0,3.0,6.0,7.0,6.0,6.0,4.0,6.0,2.0,3,2,Completed,2.375,1.533,2.5,1.5,2.0,1.65,2.3,1.4,2.375,1.533
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Lopez F.,Schuettler R.,103,24,3.0,6.0,7.0,6.0,6.0,4.0,6.0,4.0,,,3,1,Completed,3.75,1.25,3.5,1.28,4.0,1.18,3.3,1.2,3.5,1.25
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Malisse X.,Kafelnikov Y.,35,6,7.0,6.0,7.0,5.0,6.0,1.0,,,,,3,0,Completed,2.25,1.571,2.65,1.45,2.35,1.52,2.2,1.45,2.625,1.444
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Nalbandian D.,Bastl G.,32,145,6.0,2.0,6.0,2.0,6.0,2.0,,,,,3,0,Completed,1.5,2.5,1.62,2.2,1.75,1.85,1.65,1.85,1.615,2.2
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Philippoussis M.,Kiefer N.,104,54,3.0,6.0,6.0,3.0,6.0,4.0,6.0,2.0,,,3,1,Completed,1.4,2.75,1.36,3.0,1.57,2.2,1.4,2.3,1.444,2.625
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Rusedski G.,Roddick A.,39,14,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3,0,Completed,2.1,1.667,1.85,1.9,1.85,1.75,1.75,1.75,2.0,1.727
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Sa A.,Saretta F.,90,71,2.0,6.0,6.0,4.0,6.0,3.0,1.0,6.0,6.0,1.0,3,2,Completed,2.25,1.571,2.15,1.67,2.1,1.6,2.0,1.55,2.25,1.571
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Schalken S.,Morrison J.,23,98,6.0,4.0,7.0,6.0,6.0,0.0,,,,,3,0,Completed,1.25,3.75,1.28,3.5,1.21,3.65,1.2,3.3,1.286,3.25
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Vacek J.,Voinea A.,80,63,6.0,1.0,4.0,6.0,6.0,3.0,6.0,4.0,,,3,1,Completed,2.0,1.727,2.05,1.72,2.0,1.66,1.85,1.65,2.0,1.727
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Youzhny M.,Escude N.,61,33,6.0,2.0,1.0,6.0,6.0,3.0,6.0,3.0,,,3,1,Completed,2.625,1.444,2.5,1.5,2.1,1.6,2.0,1.55,2.5,1.5
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,4th Round,5,Henman T.,Kratochvil M.,5,45,7.0,6.0,6.0,7.0,4.0,6.0,6.0,3.0,6.0,2.0,3,2,Completed,1.125,5.5,1.16,4.8,1.17,4.0,1.15,3.8,1.154,4.333
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,4th Round,5,Hewitt L.,Youzhny M.,1,61,6.0,3.0,6.0,3.0,7.0,5.0,,,,,3,0,Completed,1.111,6.0,1.14,5.25,1.16,3.75,1.15,3.8,1.143,5.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,4th Round,5,Krajicek R.,Philippoussis M.,1093,104,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,4.0,3,2,Completed,2.375,1.533,2.1,1.65,2.1,1.6,2.0,1.55,2.375,1.533
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,4th Round,5,Lapentti N.,Clement A.,27,38,3.0,6.0,7.0,5.0,2.0,6.0,7.0,5.0,6.0,3.0,3,2,Completed,3.0,1.364,2.65,1.45,2.6,1.4,2.7,1.3,2.625,1.444
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,4th Round,5,Malisse X.,Rusedski G.,35,39,3.0,6.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,4.0,3,2,Completed,2.25,1.571,2.35,1.52,2.75,1.35,2.5,1.35,2.2,1.615
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,4th Round,5,Nalbandian D.,Arthurs W.,32,89,6.0,4.0,7.0,6.0,2.0,6.0,7.0,6.0,,,3,1,Completed,3.5,1.286,3.5,1.28,3.0,1.29,3.0,1.25,3.25,1.286
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,4th Round,5,Sa A.,Lopez F.,90,103,6.0,3.0,7.0,5.0,4.0,6.0,6.0,3.0,,,3,1,Completed,2.1,1.667,2.15,1.65,1.96,1.7,1.75,1.75,2.0,1.727
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,4th Round,5,Schalken S.,Vacek J.,23,80,6.0,2.0,7.0,5.0,7.0,5.0,,,,,3,0,Completed,1.222,4.0,1.22,4.0,1.2,3.7,1.2,3.3,1.222,3.75
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,Quarterfinals,5,Henman T.,Sa A.,5,90,6.0,3.0,5.0,7.0,6.0,4.0,6.0,3.0,,,3,1,Completed,1.111,6.0,1.13,5.45,1.08,5.6,1.1,4.5,1.05,8.0
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,Quarterfinals,5,Hewitt L.,Schalken S.,1,23,6.0,2.0,6.0,2.0,6.0,7.0,1.0,6.0,7.0,5.0,3,2,Completed,1.125,5.5,1.16,4.85,1.15,4.25,1.15,3.8,1.125,5.5
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,Quarterfinals,5,Malisse X.,Krajicek R.,35,1093,6.0,1.0,4.0,6.0,6.0,2.0,3.0,6.0,9.0,7.0,3,2,Completed,2.1,1.667,2.05,1.75,2.1,1.6,1.9,1.6,2.25,1.571
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,Quarterfinals,5,Nalbandian D.,Lapentti N.,32,27,6.0,4.0,6.0,4.0,4.0,6.0,4.0,6.0,6.0,4.0,3,2,Completed,1.909,1.8,2.0,1.75,1.8,1.85,1.75,1.75,1.833,1.833
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,Semifinals,5,Hewitt L.,Henman T.,1,5,7.0,5.0,6.0,1.0,7.0,5.0,,,,,3,0,Completed,1.333,3.25,1.33,3.2,,,1.35,2.5,1.4,2.75
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,Semifinals,5,Nalbandian D.,Malisse X.,32,35,7.0,6.0,6.0,4.0,1.0,6.0,2.0,6.0,6.0,2.0,3,2,Completed,2.75,1.4,2.3,1.57,2.65,1.38,2.3,1.4,2.75,1.4
ATP,2002,36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,The Final,5,Hewitt L.,Nalbandian D.,1,32,6.0,1.0,6.0,3.0,6.0,2.0,,,,,3,0,Completed,1.1,6.5,1.12,6.0,1.22,3.4,1.15,3.8,,
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Agassi A.,Ginepri R.,6,105,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3,0,Completed,1.04,9.0,1.04,10.0,1.06,8.0,1.02,6.0,1.025,10.0
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Arazi H.,Rochus O.,67,62,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3,0,Completed,1.727,2.0,1.7,2.1,1.81,1.81,1.75,1.75,1.8,1.9
ATP,2002,51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Vahaly B.,26,111,6.0,7.0,6.0,3.0,6.0,3.0,7.0,6.0,,,3,1,Completed,1.111,6.0,1.1,6.25,1.15,5.23,1.1,4.5,1.143,5.0
