Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
ATP,2022,32,Paris,French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5.0,Cilic M.,Balazs A.,23,262.0,1695,207.0,6.0,0.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,10.0,1.04,15.77,1.06,15.77,1.04,11.45
ATP,2022,32,Paris,French Open,2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5.0,Djokovic N.,Nishioka Y.,1,99.0,8660,654.0,6.0,3.0,6.0,1.0,6.0,0.0,,,,,3.0,0.0,Completed,1.01,26.0,1.01,33.62,1.01,34.0,1.01,21.46
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Sousa J.,Tseng C. H.,63,109.0,906,565.0,6.0,7.0,6.0,1.0,4.0,6.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,1.8,2.0,1.9,2.01,1.95,2.21,1.81,2.02
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Rune H.,Shapovalov D.,40,15.0,1159,2531.0,6.0,3.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,Completed,2.0,1.8,2.16,1.78,2.3,1.85,2.11,1.73
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Ruusuvuori E.,Humbert U.,61,46.0,920,1044.0,6.0,2.0,2.0,6.0,6.0,7.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,1.66,2.2,1.75,2.2,1.76,2.26,1.69,2.18
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Medvedev D.,Bagnis F.,2,103.0,7980,600.0,6.0,2.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.1,7.0,1.16,6.26,1.16,8.0,1.13,6.25
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Djere L.,Berankis R.,56,101.0,956,645.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.12,6.0,1.1,8.63,1.16,8.63,1.1,7.08
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Korda S.,Millman J.,30,91.0,1326,693.0,6.0,1.0,7.0,5.0,7.0,6.0,,,,,3.0,0.0,Completed,1.14,5.5,1.13,7.12,1.15,7.8,1.12,6.54
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Bublik A.,Rinderknech A.,42,68.0,1083,862.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,2.5,1.53,2.78,1.51,2.8,1.57,2.58,1.52
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Molcan A.,Coria F.,38,54.0,1163,967.0,6.0,3.0,6.0,4.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.44,2.75,1.49,2.85,1.51,2.85,1.46,2.74
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Gasquet R.,Harris L.,70,39.0,853,1160.0,6.0,1.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.5,2.62,1.56,2.57,1.62,2.78,1.51,2.57
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Garin C.,Paul T.,37,33.0,1168,1218.0,5.0,7.0,6.0,1.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.61,2.3,1.67,2.35,1.68,2.49,1.62,2.31
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Goffin D.,Lehecka J.,48,77.0,1023,801.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.36,3.2,1.42,3.13,1.44,3.6,1.38,3.05
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Ruud C.,Tsonga J.W.,8,297.0,3940,168.0,6.0,7.0,7.0,6.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,1.03,15.0,1.03,18.72,1.05,21.0,1.02,14.79
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Ivashka I.,Paire B.,50,78.0,1010,784.0,6.0,3.0,7.0,5.0,1.0,6.0,7.0,5.0,,,3.0,1.0,Completed,1.5,2.62,1.49,2.83,1.54,2.83,1.5,2.63
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Laaksonen H.,Martinez P.,96,43.0,668,1070.0,2.0,6.0,6.0,4.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,4.0,1.25,4.37,1.26,2.31,1.75,2.16,1.69
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Rublev A.,Kwon S.W.,7,71.0,3945,852.0,6.0,7.0,6.0,3.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.08,8.0,1.07,11.06,1.09,11.06,1.06,9.19
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Sonego L.,Gojowczyk P.,35,94.0,1190,672.0,6.0,2.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.08,8.0,1.07,10.74,1.1,10.74,1.07,9.0
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Delbonis F.,Mannarino A.,65,69.0,894,858.0,6.0,1.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.36,3.2,1.38,3.32,1.4,3.35,1.36,3.13
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Tiafoe F.,Bonzi B.,27,52.0,1599,971.0,7.0,5.0,7.0,5.0,7.0,6.0,,,,,3.0,0.0,Completed,1.53,2.5,1.59,2.53,1.67,2.53,1.59,2.38
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Gaston H.,De Minaur A.,74,20.0,828,1838.0,4.0,6.0,6.0,2.0,6.0,3.0,0.0,6.0,7.0,6.0,3.0,2.0,Completed,4.5,1.2,4.94,1.22,5.1,1.22,4.63,1.2
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Carballes Baena R.,Otte O.,89,59.0,704,947.0,7.0,6.0,6.0,1.0,3.0,6.0,2.0,6.0,6.0,3.0,3.0,2.0,Completed,2.2,1.66,2.24,1.73,2.45,1.73,2.3,1.62
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Cecchinato M.,Andujar P.,132,98.0,475,656.0,4.0,6.0,4.0,6.0,6.0,0.0,7.0,5.0,6.0,0.0,3.0,2.0,Completed,1.9,1.9,2.07,1.85,2.1,1.91,1.98,1.83
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Hurkacz H.,Zeppieri G.,13,216.0,3095,260.0,7.0,5.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,1.12,6.0,1.19,5.43,1.19,6.75,1.13,5.89
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Sinner J.,Fratangelo B.,12,186.0,3185,307.0,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.06,10.0,1.06,12.84,1.08,14.0,1.05,10.75
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Kolar Z.,Pouille L.,134,162.0,468,360.0,6.0,3.0,4.0,6.0,7.0,5.0,6.0,4.0,,,3.0,1.0,Completed,1.9,1.9,1.81,2.11,1.91,2.2,1.81,2.01
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Johnson S.,Vesely J.,92,73.0,689,847.0,6.0,7.0,7.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,2.3,1.61,2.31,1.69,2.35,1.69,2.25,1.65
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Tsitsipas S.,Musetti L.,4,66.0,5965,867.0,5.0,7.0,4.0,6.0,6.0,2.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,1.1,7.0,1.09,9.54,1.11,9.67,1.09,7.56
ATP,2022,32,Paris,French Open,2022-05-24,Grand Slam,Outdoor,Clay,1st Round,5.0,Simon G.,Carreno Busta P.,158,18.0,391,2135.0,6.0,4.0,6.0,4.0,4.0,6.0,1.0,6.0,6.0,4.0,3.0,2.0,Completed,13.0,1.04,13.88,1.05,20.16,1.05,12.92,1.03
ATP,2022,32,Paris,French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5.0,Khachanov K.,Dellien H.,25,90.0,1620,703.0,4.0,6.0,6.0,4.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.44,2.75,1.48,2.88,1.5,2.9,1.45,2.77
ATP,2022,32,Paris,French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5.0,Auger-Aliassime F.,Ugo Carabelli C.,9,155.0,3820,410.0,6.0,0.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.1,7.0,1.12,7.74,1.13,8.5,1.1,6.92
ATP,2022,32,Paris,French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5.0,Isner J.,Barrere G.,26,210.0,1616,269.0,6.0,4.0,6.0,4.0,3.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.25,4.0,1.27,4.23,1.3,4.23,1.26,3.85
ATP,2022,32,Paris,French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5.0,Bedene A.,Cuevas P.,195,149.0,291,418.0,4.0,6.0,6.0,4.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,2.5,1.53,2.64,1.55,2.86,1.62,2.58,1.51
ATP,2022,32,Paris,French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5.0,Norrie C.,Kubler J.,11,160.0,3455,367.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.08,8.0,1.09,9.46,1.1,14.75,1.07,8.51
ATP,2022,32,Paris,French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5.0,Zapata Miralles B.,Fritz T.,131,14.0,475,2920.0,3.0,6.0,6.0,2.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,2.75,1.44,2.76,1.51,3.0,1.51,2.75,1.46
ATP,2022,32,Paris,French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5.0,Krajinovic F.,Gojo B.,55,223.0,965,249.0,7.0,6.0,6.0,2.0,5.0,7.0,6.0,1.0,,,3.0,1.0,Completed,1.16,5.0,1.19,5.42,1.21,5.8,1.17,5.09
ATP,2022,32,Paris,French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5.0,Zverev A.,Baez S.,3,36.0,7075,1178.0,2.0,6.0,4.0,6.0,6.0,1.0,6.0,2.0,7.0,5.0,3.0,2.0,Completed,1.14,5.5,1.2,5.3,1.2,6.5,1.16,5.24
ATP,2022,32,Paris,French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5.0,Schwartzman D.,Munar J.,16,87.0,2505,710.0,2.0,6.0,6.0,7.0,6.0,2.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,1.33,3.4,1.4,3.23,1.41,3.41,1.36,3.15
ATP,2022,32,Paris,French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5.0,Alcaraz C.,Ramos-Vinolas A.,6,44.0,4648,1058.0,6.0,1.0,6.0,7.0,5.0,7.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,1.03,15.0,1.04,16.69,1.05,21.0,1.03,13.98
ATP,2022,32,Paris,French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5.0,Djokovic N.,Molcan A.,1,38.0,8660,1163.0,6.0,2.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.03,15.0,1.03,18.33,1.05,19.0,1.03,13.91
ATP,2022,32,Paris,French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5.0,Nakashima B.,Griekspoor T.,75,58.0,827,949.0,7.0,6.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,2.62,1.5,2.56,1.57,2.78,1.59,2.55,1.52
ATP,2022,32,Paris,French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5.0,Van De Zandschulp B.,Fognini F.,29,51.0,1344,976.0,6.0,4.0,7.0,6.0,3.0,2.0,,,,,2.0,0.0,Retired,1.57,2.37,1.61,2.49,1.64,2.6,1.58,2.41
ATP,2022,32,Paris,French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5.0,Dimitrov G.,Coric B.,21,279.0,1740,183.0,6.0,0.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.25,4.0,1.29,4.05,1.32,4.15,1.27,3.8
ATP,2022,32,Paris,French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5.0,Korda S.,Gasquet R.,30,70.0,1326,853.0,7.0,6.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.4,3.0,1.47,2.92,1.47,3.1,1.42,2.88
ATP,2022,32,Paris,French Open,2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5.0,Nadal R.,Moutet C.,5,139.0,5525,451.0,6.0,3.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.03,15.0,1.04,15.03,1.05,34.0,1.03,13.88
ATP,2022,32,Paris,French Open,2022-05-26,Grand Slam,Outdoor,Clay,2nd Round,5.0,Ruud C.,Ruusuvuori E.,8,61.0,3940,920.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.12,6.0,1.12,7.38,1.15,7.75,1.11,6.8
ATP,2022,32,Paris,French Open,2022-05-26,Grand Slam,Outdoor,Clay,2nd Round,5.0,Rune H.,Laaksonen H.,40,96.0,1159,668.0,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.12,6.0,1.13,7.01,1.16,7.01,1.12,6.35
ATP,2022,32,Paris,French Open,2022-05-26,Grand Slam,Outdoor,Clay,2nd Round,5.0,Medvedev D.,Djere L.,2,56.0,7980,956.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.36,3.2,1.41,3.17,1.43,3.21,1.38,3.07
ATP,2022,32,Paris,French Open,2022-05-26,Grand Slam,Outdoor,Clay,2nd Round,5.0,Kecmanovic M.,Bublik A.,31,42.0,1316,1083.0,4.0,6.0,7.0,5.0,6.0,2.0,6.0,1.0,,,3.0,1.0,Completed,1.2,4.5,1.2,5.28,1.22,5.5,1.18,4.85
ATP,2022,32,Paris,French Open,2022-05-26,Grand Slam,Outdoor,Clay,2nd Round,5.0,Goffin D.,Tiafoe F.,48,27.0,1023,1599.0,3.0,6.0,7.0,6.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.66,2.2,1.66,2.36,1.71,2.36,1.65,2.26
ATP,2022,32,Paris,French Open,2022-05-26,Grand Slam,Outdoor,Clay,2nd Round,5.0,Gaston H.,Cachin P.,74,153.0,828,412.0,6.0,4.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.9,1.9,2.14,1.79,2.14,2.03,1.93,1.88
ATP,2022,32,Paris,French Open,2022-05-26,Grand Slam,Outdoor,Clay,2nd Round,5.0,Cilic M.,Fucsovics M.,23,57.0,1695,955.0,4.0,6.0,6.0,4.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.44,2.75,1.51,2.76,1.51,2.9,1.46,2.71
ATP,2022,32,Paris,French Open,2022-05-26,Grand Slam,Outdoor,Clay,2nd Round,5.0,Sonego L.,Sousa J.,35,63.0,1190,906.0,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.4,3.0,1.4,3.21,1.47,3.21,1.39,3.01
ATP,2022,32,Paris,French Open,2022-05-26,Grand Slam,Outdoor,Clay,2nd Round,5.0,Mcdonald M.,Basilashvili N.,60,24.0,941,1628.0,6.0,3.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,2.5,1.53,2.71,1.52,2.78,1.55,2.58,1.51
ATP,2022,32,Paris,French Open,2022-05-26,Grand Slam,Outdoor,Clay,2nd Round,5.0,Hurkacz H.,Cecchinato M.,13,132.0,3095,475.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.14,5.5,1.15,6.57,1.17,6.9,1.13,6.05
ATP,2022,32,Paris,French Open,2022-05-26,Grand Slam,Outdoor,Clay,2nd Round,5.0,Garin C.,Ivashka I.,37,50.0,1168,1010.0,6.0,3.0,7.0,6.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.5,2.62,1.55,2.65,1.59,2.8,1.51,2.59
ATP,2022,32,Paris,French Open,2022-05-26,Grand Slam,Outdoor,Clay,2nd Round,5.0,Ymer M.,Evans D.,95,32.0,672,1232.0,6.0,3.0,3.0,6.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,2.75,1.44,2.68,1.53,3.0,1.56,2.61,1.5
ATP,2022,32,Paris,French Open,2022-05-26,Grand Slam,Outdoor,Clay,2nd Round,5.0,Simon G.,Johnson S.,158,92.0,391,689.0,7.0,5.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,Completed,2.62,1.5,2.86,1.48,2.86,1.55,2.67,1.48
ATP,2022,32,Paris,French Open,2022-05-26,Grand Slam,Outdoor,Clay,2nd Round,5.0,Tsitsipas S.,Kolar Z.,4,134.0,5965,468.0,6.0,3.0,7.0,6.0,6.0,7.0,7.0,6.0,,,3.0,1.0,Completed,1.02,17.0,0.972,35.02,1.04,35.02,1.01,19.24
ATP,2022,32,Paris,French Open,2022-05-26,Grand Slam,Outdoor,Clay,2nd Round,5.0,Sinner J.,Carballes Baena R.,12,89.0,3185,704.0,3.0,6.0,6.0,4.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,1.07,9.0,1.06,11.73,1.11,11.73,1.06,9.33
ATP,2022,32,Paris,French Open,2022-05-26,Grand Slam,Outdoor,Clay,2nd Round,5.0,Rublev A.,Delbonis F.,7,65.0,3945,894.0,6.0,3.0,3.0,6.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.12,6.0,1.14,6.88,1.14,7.6,1.12,6.52
ATP,2022,32,Paris,French Open,2022-05-27,Grand Slam,Outdoor,Clay,3rd Round,5.0,Schwartzman D.,Dimitrov G.,16,21.0,2505,1740.0,6.0,3.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,2.37,1.57,2.46,1.62,2.6,1.63,2.4,1.58
ATP,2022,32,Paris,French Open,2022-05-27,Grand Slam,Outdoor,Clay,3rd Round,5.0,Auger-Aliassime F.,Krajinovic F.,9,55.0,3820,965.0,7.0,6.0,7.0,6.0,7.0,5.0,,,,,3.0,0.0,Completed,1.3,3.5,1.29,4.01,1.35,4.03,1.28,3.7
ATP,2022,32,Paris,French Open,2022-05-27,Grand Slam,Outdoor,Clay,3rd Round,5.0,Djokovic N.,Bedene A.,1,195.0,8660,291.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,21.0,1.01,28.96,1.03,34.0,1.01,20.76
ATP,2022,32,Paris,French Open,2022-05-27,Grand Slam,Outdoor,Clay,3rd Round,5.0,Nadal R.,Van De Zandschulp B.,5,29.0,5525,1344.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.05,11.0,1.08,10.61,1.09,11.25,1.06,9.63
ATP,2022,32,Paris,French Open,2022-05-27,Grand Slam,Outdoor,Clay,3rd Round,5.0,Zapata Miralles B.,Isner J.,131,26.0,475,1616.0,6.0,4.0,3.0,6.0,6.0,4.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,2.37,1.57,2.37,1.66,2.51,1.71,2.38,1.59
ATP,2022,32,Paris,French Open,2022-05-27,Grand Slam,Outdoor,Clay,3rd Round,5.0,Zverev A.,Nakashima B.,3,75.0,7075,827.0,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.08,8.0,1.1,8.66,1.12,9.25,1.08,7.89
ATP,2022,32,Paris,French Open,2022-05-27,Grand Slam,Outdoor,Clay,3rd Round,5.0,Khachanov K.,Norrie C.,25,11.0,1620,3455.0,6.0,2.0,7.0,5.0,5.0,7.0,6.0,4.0,,,3.0,1.0,Completed,2.5,1.53,2.63,1.55,2.78,1.62,2.53,1.53
ATP,2022,32,Paris,French Open,2022-05-27,Grand Slam,Outdoor,Clay,3rd Round,5.0,Alcaraz C.,Korda S.,6,30.0,4648,1326.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.16,5.0,1.19,5.34,1.2,5.5,1.17,5.11
ATP,2022,32,Paris,French Open,2022-05-28,Grand Slam,Outdoor,Clay,3rd Round,5.0,Sinner J.,Mcdonald M.,12,60.0,3185,941.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.07,9.0,1.08,9.97,1.1,11.5,1.07,8.57
ATP,2022,32,Paris,French Open,2022-05-28,Grand Slam,Outdoor,Clay,3rd Round,5.0,Rublev A.,Garin C.,7,37.0,3945,1168.0,6.0,4.0,3.0,6.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,1.25,4.0,1.27,4.23,1.3,4.6,1.25,3.98
ATP,2022,32,Paris,French Open,2022-05-28,Grand Slam,Outdoor,Clay,3rd Round,5.0,Medvedev D.,Kecmanovic M.,2,31.0,7980,1316.0,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.66,2.2,1.66,2.37,1.7,2.4,1.65,2.26
ATP,2022,32,Paris,French Open,2022-05-28,Grand Slam,Outdoor,Clay,3rd Round,5.0,Cilic M.,Simon G.,23,158.0,1695,391.0,6.0,0.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.22,4.33,1.24,4.57,1.27,5.5,1.2,4.7
ATP,2022,32,Paris,French Open,2022-05-28,Grand Slam,Outdoor,Clay,3rd Round,5.0,Hurkacz H.,Goffin D.,13,48.0,3095,1023.0,7.0,5.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.66,2.2,1.72,2.25,1.76,2.4,1.67,2.23
ATP,2022,32,Paris,French Open,2022-05-28,Grand Slam,Outdoor,Clay,3rd Round,5.0,Tsitsipas S.,Ymer M.,4,95.0,5965,672.0,6.0,2.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.05,11.0,1.04,15.04,1.06,16.0,1.04,11.77
ATP,2022,32,Paris,French Open,2022-05-28,Grand Slam,Outdoor,Clay,3rd Round,5.0,Ruud C.,Sonego L.,8,35.0,3940,1190.0,6.0,2.0,6.0,7.0,1.0,6.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.16,5.0,1.16,6.18,1.18,6.75,1.14,5.77
ATP,2022,32,Paris,French Open,2022-05-28,Grand Slam,Outdoor,Clay,3rd Round,5.0,Rune H.,Gaston H.,40,74.0,1159,828.0,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.3,3.5,1.34,3.56,1.36,3.6,1.33,3.36
ATP,2022,32,Paris,French Open,2022-05-29,Grand Slam,Outdoor,Clay,4th Round,5.0,Djokovic N.,Schwartzman D.,1,16.0,8660,2505.0,6.0,1.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.07,9.0,1.09,9.64,1.1,12.75,1.07,8.8
ATP,2022,32,Paris,French Open,2022-05-29,Grand Slam,Outdoor,Clay,4th Round,5.0,Zverev A.,Zapata Miralles B.,3,131.0,7075,475.0,7.0,6.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.06,10.0,1.06,12.16,1.08,13.75,1.05,10.24
ATP,2022,32,Paris,French Open,2022-05-29,Grand Slam,Outdoor,Clay,4th Round,5.0,Nadal R.,Auger-Aliassime F.,5,9.0,5525,3820.0,3.0,6.0,6.0,3.0,6.0,2.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.14,5.5,1.15,6.54,1.19,6.88,1.14,5.82
ATP,2022,32,Paris,French Open,2022-05-29,Grand Slam,Outdoor,Clay,4th Round,5.0,Alcaraz C.,Khachanov K.,6,25.0,4648,1620.0,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.1,7.0,1.11,8.06,1.12,9.25,1.09,7.64
ATP,2022,32,Paris,French Open,2022-05-30,Grand Slam,Outdoor,Clay,4th Round,5.0,Ruud C.,Hurkacz H.,8,13.0,3940,3095.0,6.0,2.0,6.0,3.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.57,2.37,1.62,2.45,1.66,3.03,1.57,2.43
ATP,2022,32,Paris,French Open,2022-05-30,Grand Slam,Outdoor,Clay,4th Round,5.0,Rune H.,Tsitsipas S.,40,4.0,1159,5965.0,7.0,5.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,4.5,1.2,4.45,1.25,4.8,1.27,4.37,1.22
ATP,2022,32,Paris,French Open,2022-05-30,Grand Slam,Outdoor,Clay,4th Round,5.0,Rublev A.,Sinner J.,7,12.0,3945,3185.0,1.0,6.0,6.0,4.0,2.0,0.0,,,,,1.0,1.0,Retired,1.8,2.0,1.88,2.04,1.91,2.1,1.82,2.01
ATP,2022,32,Paris,French Open,2022-05-30,Grand Slam,Outdoor,Clay,4th Round,5.0,Cilic M.,Medvedev D.,23,2.0,1695,7980.0,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,3.75,1.28,3.94,1.3,4.1,1.33,3.73,1.28
ATP,2022,32,Paris,French Open,2022-05-31,Grand Slam,Outdoor,Clay,Quarterfinals,5.0,Zverev A.,Alcaraz C.,3,6.0,7075,4648.0,6.0,4.0,6.0,4.0,4.0,6.0,7.0,6.0,,,3.0,1.0,Completed,4.33,1.22,3.93,1.3,4.36,1.3,3.97,1.25
ATP,2022,32,Paris,French Open,2022-05-31,Grand Slam,Outdoor,Clay,Quarterfinals,5.0,Nadal R.,Djokovic N.,5,1.0,5525,8660.0,6.0,2.0,4.0,6.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,2.75,1.44,2.9,1.47,3.1,1.5,2.85,1.44
ATP,2022,32,Paris,French Open,2022-06-01,Grand Slam,Outdoor,Clay,Quarterfinals,5.0,Cilic M.,Rublev A.,23,7.0,1695,3945.0,5.0,7.0,6.0,3.0,6.0,4.0,3.0,6.0,7.0,6.0,3.0,2.0,Completed,2.1,1.72,2.14,1.79,2.31,1.8,2.15,1.72
ATP,2022,32,Paris,French Open,2022-06-01,Grand Slam,Outdoor,Clay,Quarterfinals,5.0,Ruud C.,Rune H.,8,40.0,3940,1159.0,6.0,1.0,4.0,6.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.44,2.75,1.43,3.05,1.5,3.12,1.44,2.82
