Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
ATP,2020,4,Melbourne,Australian Open,2020-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Caruso S.,6.0,95.0,5375.0,586.0,6.0,0.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.02,19.0,1.01,27.9,1.03,27.9,1.01,18.09
ATP,2020,4,Melbourne,Australian Open,2020-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Giron M.,79.0,107.0,700.0,521.0,7.0,5.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.28,3.75,1.31,3.85,1.36,3.85,1.29,3.57
ATP,2020,4,Melbourne,Australian Open,2020-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Struff J.L.,2.0,37.0,9720.0,1270.0,7.0,6.0,6.0,2.0,2.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.01,23.0,1.01,26.08,1.04,35.0,1.01,20.0
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Moutet C.,39.0,70.0,1205.0,800.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.5,2.62,1.44,3.02,1.56,3.02,1.47,2.7
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Davidovich Fokina A.,Gombos N.,88.0,113.0,627.0,498.0,4.0,6.0,6.0,4.0,2.0,6.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,1.72,2.1,1.81,2.11,1.89,2.14,1.78,2.04
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Hurkacz H.,Novak D.,31.0,99.0,1398.0,574.0,6.0,7.0,1.0,6.0,6.0,2.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.36,3.2,1.45,3.0,1.45,3.3,1.39,2.98
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Ito T.,Gunneswaran P.,146.0,123.0,362.0,442.0,6.0,4.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,2.37,1.57,2.55,1.58,2.55,1.67,2.38,1.58
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Millman J.,Humbert U.,47.0,43.0,1096.0,1130.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,5.0,,,3.0,1.0,Completed,2.0,1.8,2.04,1.87,2.15,1.87,2.05,1.77
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Stebe C.M.,21.0,154.0,1703.0,340.0,6.0,4.0,3.0,6.0,6.0,3.0,6.0,7.0,6.0,0.0,3.0,2.0,Completed,1.36,3.2,1.44,3.02,1.44,3.5,1.38,3.08
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Schwartzman D.,Harris L.,14.0,72.0,2130.0,746.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.33,3.4,1.41,3.17,1.42,4.0,1.34,3.28
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Bautista Agut R.,Lopez F.,9.0,57.0,2630.0,933.0,6.0,2.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,1.12,6.0,1.17,5.92,1.18,6.6,1.14,5.67
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Fognini F.,Opelka R.,12.0,38.0,2310.0,1227.0,3.0,6.0,6.0,7.0,6.0,4.0,6.0,3.0,7.0,6.0,3.0,2.0,Completed,2.0,1.8,2.19,1.76,2.19,1.82,2.08,1.75
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Sinner J.,Purcell M.,82.0,216.0,671.0,221.0,7.0,6.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.33,3.4,1.34,3.57,1.35,3.6,1.31,3.44
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Lajovic D.,Edmund K.,27.0,65.0,1516.0,845.0,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,2.5,1.53,2.71,1.53,2.75,1.57,2.61,1.5
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Polmans M.,Kukushkin M.,133.0,68.0,411.0,816.0,6.0,4.0,6.0,3.0,4.0,6.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,3.0,1.4,3.05,1.43,3.05,1.51,2.86,1.42
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Giustino L.,35.0,150.0,1305.0,347.0,6.0,2.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.1,7.0,1.08,10.03,1.12,10.03,1.07,8.38
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Paul T.,Mayer L.,80.0,101.0,696.0,564.0,4.0,6.0,6.0,4.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.33,3.4,1.39,3.29,1.39,3.6,1.34,3.25
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Vilella Martinez M.,17.0,196.0,1995.0,254.0,4.0,6.0,6.0,4.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.05,11.0,1.06,12.54,1.06,14.5,1.04,10.98
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Mannarino A.,5.0,44.0,5890.0,1111.0,6.0,3.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,1.12,6.0,1.13,7.05,1.17,7.05,1.13,5.91
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Garin C.,Travaglia S.,36.0,74.0,1285.0,730.0,6.0,4.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.72,2.1,1.78,2.16,1.8,2.16,1.74,2.09
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Sandgren T.,Trungelliti M.,100.0,202.0,573.0,238.0,6.0,1.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.53,2.5,1.55,2.65,1.56,2.78,1.5,2.58
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Dzumhur D.,15.0,92.0,2045.0,594.0,7.0,5.0,6.0,7.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.14,5.5,1.14,6.93,1.16,6.93,1.13,5.91
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Gulbis E.,Auger-Aliassime F.,256.0,22.0,179.0,1701.0,7.0,5.0,4.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,4.33,1.22,4.69,1.23,4.8,1.31,4.33,1.22
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Krajinovic F.,Halys Q.,41.0,215.0,1158.0,222.0,7.0,6.0,7.0,6.0,3.0,6.0,4.0,6.0,7.0,5.0,3.0,2.0,Completed,1.25,4.0,1.25,4.48,1.3,4.54,1.24,4.06
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,Bublik A.,66.0,56.0,843.0,948.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.9,1.9,1.92,1.99,1.94,2.0,1.86,1.95
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Bedene A.,Duckworth J.,55.0,94.0,950.0,588.0,6.0,4.0,6.0,7.0,6.0,7.0,6.0,2.0,6.0,4.0,3.0,2.0,Completed,1.72,2.1,1.71,2.28,1.8,2.29,1.7,2.16
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Carreno Busta P.,Kovalik J.,30.0,139.0,1422.0,379.0,6.0,4.0,3.0,6.0,6.0,1.0,7.0,6.0,,,3.0,1.0,Completed,1.11,6.5,1.13,7.2,1.13,8.0,1.11,6.58
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Dellien H.,1.0,73.0,10235.0,743.0,6.0,2.0,6.0,3.0,6.0,0.0,,,,,3.0,0.0,Completed,1.005,29.0,1.01,32.09,1.02,35.0,1.01,24.16
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Ymer M.,Uchiyama Y.,78.0,93.0,709.0,594.0,6.0,4.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.36,3.2,1.34,3.57,1.4,3.6,1.34,3.3
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Mmoh M.,Andujar P.,217.0,63.0,219.0,867.0,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.53,2.5,1.52,2.74,1.56,2.75,1.5,2.6
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Basilashvili N.,Kwon S.W.,29.0,87.0,1485.0,637.0,6.0,7.0,6.0,4.0,7.0,5.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.8,2.0,2.05,1.86,2.05,2.05,1.88,1.93
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Donskoy E.,51.0,106.0,1050.0,522.0,7.0,5.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.4,3.0,1.35,3.55,1.43,3.55,1.33,3.29
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Bolt A.,Ramos-Vinolas A.,140.0,42.0,377.0,1130.0,7.0,6.0,1.0,6.0,6.0,7.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,2.3,1.61,2.36,1.67,2.5,1.67,2.33,1.6
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Kecmanovic M.,85.0,54.0,646.0,959.0,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,2.75,1.44,2.82,1.49,2.82,1.5,2.7,1.47
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Popyrin A.,Tsonga J.W.,96.0,33.0,585.0,1340.0,6.0,7.0,6.0,2.0,6.0,1.0,,,,,2.0,1.0,Retired,2.62,1.5,2.57,1.57,2.65,1.62,2.48,1.54
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,O'Connell C.,16.0,115.0,2004.0,481.0,6.0,3.0,0.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,1.06,10.0,1.05,14.82,1.07,16.0,1.04,11.29
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Gojowczyk P.,Eubanks C.,120.0,221.0,463.0,215.0,7.0,6.0,6.0,3.0,4.0,6.0,6.0,0.0,,,3.0,1.0,Completed,1.53,2.5,1.62,2.46,1.62,2.66,1.54,2.47
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Sugita Y.,Benchetrit E.,91.0,231.0,608.0,205.0,6.0,2.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,1.44,2.75,1.5,2.8,1.5,3.03,1.44,2.78
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Herbert P.H.,Norrie C.,64.0,62.0,865.0,885.0,7.0,5.0,3.0,6.0,3.0,6.0,7.0,5.0,6.0,4.0,3.0,2.0,Completed,1.66,2.2,1.64,2.42,1.78,2.45,1.63,2.29
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Tiafoe F.,4.0,50.0,5960.0,1050.0,6.0,3.0,4.0,6.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.07,9.0,1.06,11.99,1.08,12.0,1.06,9.65
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Lu Y.H.,10.0,,2565.0,,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,21.0,1.02,24.4,1.03,29.0,1.02,18.31
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Kyrgios N.,Sonego L.,26.0,53.0,1520.0,990.0,6.0,2.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.12,6.0,1.09,9.0,1.12,9.3,1.1,7.09
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Munar J.,Gaston H.,90.0,247.0,608.0,189.0,7.0,5.0,5.0,7.0,6.0,0.0,6.0,3.0,,,3.0,1.0,Completed,1.3,3.5,1.3,3.89,1.32,4.0,1.28,3.63
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Fritz T.,Griekspoor T.,34.0,175.0,1335.0,288.0,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.2,4.5,1.26,4.38,1.26,5.0,1.22,4.36
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,Chardy J.,11.0,58.0,2555.0,920.0,6.0,4.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.2,4.5,1.24,4.6,1.24,5.0,1.2,4.55
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Delbonis F.,Sousa J.,76.0,59.0,711.0,891.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.9,1.9,1.81,2.12,1.91,2.12,1.8,2.01
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Tabilo A.,Galan D.E.,208.0,186.0,233.0,269.0,4.0,6.0,6.0,3.0,6.0,4.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,2.5,1.53,2.66,1.54,2.66,1.56,2.54,1.52
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Cecchinato M.,7.0,77.0,3345.0,710.0,6.0,4.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.08,8.0,1.12,7.51,1.12,9.3,1.1,7.15
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Monteiro T.,19.0,86.0,1860.0,640.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.3,3.5,1.25,4.42,1.32,4.42,1.24,4.03
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Martinez P.,Koepfer D.,168.0,89.0,300.0,609.0,6.0,3.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,2.5,1.53,2.39,1.65,2.67,1.65,2.43,1.56
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,Ivashka I.,122.0,149.0,445.0,354.0,6.0,4.0,2.0,6.0,4.0,6.0,6.0,4.0,7.0,6.0,3.0,2.0,Completed,1.22,4.33,1.27,4.18,1.28,4.7,1.23,4.17
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Pospisil V.,124.0,138.0,436.0,392.0,7.0,6.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,4.0,1.25,4.07,1.28,4.33,1.29,3.93,1.25
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Gerasimov E.,Ruud C.,98.0,48.0,575.0,1079.0,6.0,3.0,7.0,6.0,1.0,6.0,4.0,6.0,7.0,6.0,3.0,2.0,Completed,3.0,1.4,3.11,1.42,3.2,1.43,3.03,1.38
ATP,2020,4,Melbourne,Australian Open,2020-01-21,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Cuevas P.,61.0,46.0,890.0,1097.0,6.0,1.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.44,2.75,1.4,3.2,1.46,3.24,1.38,2.99
ATP,2020,4,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Querrey S.,Berankis R.,45.0,69.0,1100.0,804.0,7.0,6.0,4.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.33,3.4,1.37,3.42,1.37,3.65,1.34,3.27
ATP,2020,4,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Pella G.,Barrere G.,25.0,84.0,1585.0,649.0,6.0,1.0,6.0,4.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.4,3.0,1.44,3.02,1.48,3.05,1.43,2.82
ATP,2020,4,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Nishioka Y.,Evans D.,71.0,32.0,797.0,1349.0,6.0,4.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,2.3,1.61,2.41,1.64,2.41,1.75,2.27,1.64
ATP,2020,4,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Cilic M.,Paire B.,39.0,21.0,1205.0,1703.0,6.0,2.0,6.0,7.0,3.0,6.0,6.0,1.0,7.0,6.0,3.0,2.0,Completed,1.4,3.0,1.39,3.3,1.43,3.35,1.37,3.09
ATP,2020,4,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Schwartzman D.,Davidovich Fokina A.,14.0,88.0,2130.0,627.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.12,6.0,1.17,5.84,1.2,6.55,1.15,5.47
ATP,2020,4,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Fucsovics M.,Sinner J.,67.0,82.0,827.0,671.0,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,2.1,1.72,2.12,1.81,2.2,1.84,2.06,1.77
ATP,2020,4,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Ito T.,2.0,146.0,9720.0,362.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.005,29.0,1.005,37.07,1.01,50.0,1.01,25.7
ATP,2020,4,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Sandgren T.,Berrettini M.,100.0,8.0,573.0,2870.0,7.0,6.0,6.0,4.0,4.0,6.0,2.0,6.0,7.0,5.0,3.0,2.0,Completed,4.5,1.2,5.03,1.21,5.05,1.27,4.54,1.2
ATP,2020,4,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Tsitsipas S.,Kohlschreiber P.,6.0,79.0,5375.0,700.0,,,,,,,,,,,,,Walkover,1.14,5.5,1.18,5.76,1.18,6.2,1.15,5.44
ATP,2020,4,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Paul T.,Dimitrov G.,80.0,20.0,696.0,1772.0,6.0,4.0,7.0,6.0,3.0,6.0,6.0,7.0,7.0,6.0,3.0,2.0,Completed,3.2,1.36,3.37,1.37,3.37,1.38,3.17,1.36
ATP,2020,4,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Raonic M.,Garin C.,35.0,36.0,1305.0,1285.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.28,3.75,1.31,3.79,1.38,3.83,1.3,3.54
ATP,2020,4,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Lajovic D.,Polmans M.,27.0,133.0,1516.0,411.0,6.0,2.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.22,4.33,1.24,4.62,1.26,4.82,1.21,4.38
ATP,2020,4,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Millman J.,Hurkacz H.,47.0,31.0,1096.0,1398.0,6.0,4.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,2.0,1.8,2.1,1.83,2.2,1.85,2.07,1.76
ATP,2020,4,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Bautista Agut R.,Mmoh M.,9.0,217.0,2630.0,219.0,5.0,7.0,6.0,2.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.08,8.0,1.09,9.17,1.11,11.3,1.08,7.88
ATP,2020,4,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Fognini F.,Thompson J.,12.0,66.0,2310.0,843.0,7.0,6.0,6.0,1.0,3.0,6.0,4.0,6.0,7.0,6.0,3.0,2.0,Completed,1.66,2.2,1.74,2.22,1.75,2.5,1.67,2.2
ATP,2020,4,Melbourne,Australian Open,2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Krajinovic F.,3.0,41.0,6590.0,1158.0,6.0,1.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.02,17.0,1.03,17.74,1.07,25.0,1.03,14.08
ATP,2020,4,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,5,Gulbis E.,Bedene A.,256.0,55.0,179.0,950.0,7.0,5.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,3.0,1.4,3.04,1.44,3.1,1.55,2.84,1.43
ATP,2020,4,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,Martinez P.,4.0,168.0,5960.0,300.0,7.0,5.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.01,21.0,1.01,27.94,1.02,35.0,1.01,19.48
ATP,2020,4,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,5,Thiem D.,Bolt A.,5.0,140.0,5890.0,377.0,6.0,2.0,5.0,7.0,6.0,7.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,1.07,9.0,1.11,8.18,1.11,11.5,1.07,8.43
ATP,2020,4,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Gerasimov E.,7.0,98.0,3345.0,575.0,7.0,6.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.2,4.5,1.19,5.42,1.22,5.42,1.18,4.87
ATP,2020,4,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,5,Popyrin A.,Munar J.,96.0,90.0,585.0,608.0,6.0,2.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.44,2.75,1.43,3.09,1.48,3.1,1.42,2.9
