Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
ATP,2024,32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Davidovich Fokina A.,Vacherot V.,32,116.0,1280,543.0,4.0,6.0,6.0,2.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,1.2,4.5,1.25,4.41,1.26,4.54,1.22,4.27
ATP,2024,32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Munar J.,Bautista Agut R.,64,81.0,810,715.0,6.0,1.0,4.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.67,2.2,1.69,2.3,1.8,2.3,1.69,2.2
ATP,2024,32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,De Minaur A.,Michelsen A.,11,60.0,3490,835.0,6.0,1.0,6.0,0.0,6.0,2.0,,,,,3.0,0.0,Completed,1.08,8.0,1.11,8.0,1.14,8.0,1.1,7.13
ATP,2024,32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Navone M.,Carreno Busta P.,31,1049.0,1339,11.0,5.0,7.0,6.0,1.0,6.0,3.0,6.0,0.0,,,3.0,1.0,Completed,1.13,6.0,1.19,5.43,1.19,6.0,1.16,5.39
ATP,2024,32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Rinderknech A.,Walton A.,69,96.0,772,635.0,6.0,2.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.14,5.5,1.19,5.48,1.19,5.5,1.17,5.13
ATP,2024,32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Fritz T.,Coria F.,12,71.0,2980,761.0,2.0,6.0,6.0,1.0,6.0,2.0,6.0,1.0,,,3.0,1.0,Completed,1.14,5.5,1.14,6.86,1.15,7.0,1.13,6.09
ATP,2024,32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Goffin D.,Mpetshi G.,115,66.0,543,786.0,4.0,6.0,6.0,4.0,6.0,3.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,2.3,1.62,2.23,1.74,2.39,1.74,2.24,1.66
ATP,2024,32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Cobolli F.,Medjedovic H.,53,135.0,940,492.0,6.0,2.0,6.0,3.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,2.5,1.53,2.64,1.55,2.64,1.56,2.53,1.53
ATP,2024,32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Struff J.L.,Burruchaga R.,41,144.0,1090,431.0,6.0,3.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.14,5.5,1.13,7.41,1.22,7.41,1.14,5.99
ATP,2024,32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Rune H.,Evans D.,13,62.0,2700,831.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.08,8.0,1.09,9.41,1.14,9.41,1.09,7.84
ATP,2024,32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Zeppieri G.,Mannarino A.,148,22.0,420,1865.0,4.0,6.0,6.0,2.0,6.0,1.0,6.0,2.0,,,3.0,1.0,Completed,1.22,4.33,1.23,4.71,1.27,4.71,1.23,4.28
ATP,2024,32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Darderi L.,Hijikata R.,40,78.0,1092,723.0,6.0,3.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,1.06,10.0,1.1,9.24,1.12,10.0,1.08,8.14
ATP,2024,32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Kokkinakis T.,Popyrin A.,100,51.0,623,961.0,4.0,6.0,7.0,6.0,6.0,3.0,5.0,7.0,6.0,3.0,3.0,2.0,Completed,2.0,1.8,2.04,1.87,2.05,1.88,1.98,1.83
ATP,2024,32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Carballes Baena R.,Lestienne C.,63,91.0,816,669.0,6.0,3.0,7.0,5.0,4.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.14,5.5,1.17,6.01,1.18,6.01,1.15,5.44
ATP,2024,32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Griekspoor T.,Mcdonald M.,25,74.0,1635,735.0,6.0,3.0,6.0,4.0,1.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.1,7.0,1.13,7.48,1.16,7.48,1.12,6.58
ATP,2024,32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Herbert P.H.,1,142.0,9960,450.0,6.0,4.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.02,21.0,1.02,28.68,1.03,28.68,1.02,17.79
ATP,2024,32,Paris,French Open,2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Bublik A.,Barrere G.,17,112.0,2110,575.0,6.0,4.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.91,1.91,2.08,1.84,2.08,2.03,1.9,1.92
ATP,2024,32,Paris,French Open,2024-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Tsitsipas S.,Altmaier D.,9,83.0,3700,702.0,6.0,3.0,6.0,2.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,1.05,11.0,1.07,12.24,1.08,12.24,1.06,9.61
ATP,2024,32,Paris,French Open,2024-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Alcaraz C.,De Jong J.,3,176.0,7300,344.0,6.0,3.0,6.0,4.0,2.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.01,26.0,1.01,43.94,1.03,43.94,1.01,22.91
ATP,2024,32,Paris,French Open,2024-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Rublev A.,Martinez P.,6,48.0,4700,995.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.13,6.0,1.13,7.12,1.14,7.24,1.12,6.39
ATP,2024,32,Paris,French Open,2024-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Kotov P.,Wawrinka S.,56,98.0,892,628.0,7.0,6.0,6.0,4.0,1.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.62,2.3,1.56,2.61,1.63,2.61,1.57,2.43
ATP,2024,32,Paris,French Open,2024-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Sinner J.,Gasquet R.,2,124.0,8770,515.0,6.0,4.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.02,19.0,1.03,23.35,1.09,23.35,1.03,15.54
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Arnaldi M.,Muller A.,35,90.0,1165,670.0,6.0,4.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.57,2.38,1.56,2.61,1.58,2.61,1.53,2.5
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Korda S.,Kwon S.W.,28,494.0,1565,85.0,6.0,4.0,6.0,4.0,1.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.14,5.5,1.18,5.74,1.18,5.8,1.15,5.37
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Shapovalov D.,Tiafoe F.,118,26.0,540,1630.0,6.0,7.0,6.0,4.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.53,2.5,1.55,2.63,1.57,2.63,1.54,2.49
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Ofner S.,Baez S.,45,20.0,1038,1990.0,3.0,6.0,3.0,6.0,6.0,4.0,7.0,5.0,7.0,6.0,3.0,2.0,Completed,4.5,1.2,4.54,1.24,4.59,1.25,4.33,1.22
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Bergs Z.,Marterer M.,104,101.0,611,622.0,3.0,6.0,6.0,3.0,6.0,1.0,6.0,3.0,,,3.0,1.0,Completed,1.4,3.0,1.45,2.98,1.45,3.11,1.41,2.92
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Hurkacz H.,Nakashima B.,8,84.0,3885,700.0,6.0,7.0,6.0,1.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.3,3.5,1.35,3.55,1.36,3.55,1.33,3.37
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Dimitrov G.,Marozsan F.,10,43.0,3555,1083.0,6.0,0.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.3,3.5,1.37,3.41,1.37,3.53,1.34,3.31
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Medvedev D.,Kecmanovic M.,5,57.0,6295,880.0,6.0,1.0,5.0,0.0,,,,,,,1.0,0.0,Retired,1.25,4.0,1.29,3.99,1.3,4.18,1.27,3.8
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Auger-Aliassime F.,Squire H.,21,221.0,1885,280.0,6.0,4.0,4.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.06,10.0,1.09,9.62,1.09,10.0,1.07,8.63
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Griekspoor T.,Darderi L.,25,40.0,1635,1092.0,7.0,6.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,2.2,1.67,2.34,1.68,2.34,1.73,2.23,1.67
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Zhang Zh.,Sonego L.,44,49.0,1056,991.0,7.0,5.0,3.0,6.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,1.91,1.91,1.97,1.93,2.0,1.9,1.93,1.86
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Zverev A.,Goffin D.,4,115.0,6305,543.0,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.03,15.0,1.05,15.36,1.06,15.36,1.04,12.04
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Carballes Baena R.,1,63.0,9960,816.0,6.0,4.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.03,17.0,1.04,16.93,1.05,18.0,1.03,13.61
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Moutet C.,Shevchenko A.,79,59.0,720,855.0,6.0,4.0,6.0,2.0,0.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.44,2.75,1.5,2.81,1.5,2.85,1.45,2.76
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,De Minaur A.,Munar J.,11,64.0,3490,810.0,7.0,5.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.3,3.5,1.32,3.76,1.32,3.82,1.3,3.59
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Shelton B.,Nishikori K.,15,350.0,2500,143.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Retired,1.14,5.5,1.17,6.01,1.18,6.01,1.16,5.27
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Paul T.,Fognini F.,14,93.0,2655,648.0,6.0,1.0,6.0,0.0,6.0,2.0,,,,,3.0,0.0,Completed,1.17,5.0,1.2,5.15,1.26,5.3,1.19,4.8
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Rune H.,Cobolli F.,13,53.0,2700,940.0,6.0,4.0,6.0,3.0,3.0,6.0,3.0,6.0,7.0,6.0,3.0,2.0,Completed,1.44,2.75,1.48,2.86,1.5,2.86,1.45,2.76
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Machac T.,Navone M.,34,31.0,1185,1339.0,6.0,2.0,6.0,1.0,3.0,6.0,1.0,6.0,6.0,1.0,3.0,2.0,Completed,1.67,2.2,1.73,2.24,1.73,2.31,1.67,2.22
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Kokkinakis T.,Zeppieri G.,100,148.0,623,420.0,1.0,6.0,4.0,6.0,6.0,3.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,1.67,2.2,1.69,2.3,1.71,2.3,1.68,2.21
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Kovalik J.,Khachanov K.,145,18.0,427,2090.0,4.0,6.0,4.0,6.0,6.0,4.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,8.0,1.08,10.78,1.08,10.78,1.16,8.23,1.08
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Struff J.L.,Bublik A.,41,17.0,1090,2110.0,6.0,2.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.29,3.75,1.29,4.05,1.36,4.09,1.28,3.78
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Cerundolo F.,Misolic F.,27,243.0,1590,255.0,6.0,2.0,7.0,6.0,6.0,0.0,,,,,3.0,0.0,Completed,1.11,6.5,1.14,7.27,1.19,7.27,1.13,6.14
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Ruud C.,Davidovich Fokina A.,7,32.0,4425,1280.0,7.0,6.0,1.0,6.0,6.0,3.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.17,5.0,1.18,5.71,1.24,5.71,1.17,5.09
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Fritz T.,Lajovic D.,12,61.0,2980,831.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.17,5.0,1.21,5.06,1.22,5.24,1.19,4.75
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Musetti L.,Monfils G.,30,37.0,1370,1155.0,7.0,5.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.44,2.75,1.44,3.01,1.52,3.01,1.45,2.77
ATP,2024,32,Paris,French Open,2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Etcheverry T.,Rinderknech A.,29,69.0,1550,772.0,3.0,6.0,6.0,7.0,6.0,1.0,5.0,0.0,,,1.0,2.0,Retired,1.3,3.5,1.28,4.07,1.39,4.07,1.28,3.73
ATP,2024,32,Paris,French Open,2024-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Arnaldi M.,Rublev A.,35,6.0,1165,4700.0,7.0,6.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,5.0,1.17,4.79,1.23,5.05,1.23,4.57,1.2
ATP,2024,32,Paris,French Open,2024-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Sinner J.,Kotov P.,2,56.0,8770,892.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.03,17.0,1.04,18.76,1.06,18.76,1.03,13.59
ATP,2024,32,Paris,French Open,2024-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Tsitsipas S.,Zhang Zh.,9,44.0,3700,1056.0,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.1,7.0,1.1,8.79,1.14,8.79,1.09,7.42
ATP,2024,32,Paris,French Open,2024-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Moutet C.,Ofner S.,79,45.0,720,1038.0,3.0,6.0,6.0,4.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.36,3.2,1.38,3.35,1.39,3.35,1.35,3.21
ATP,2024,32,Paris,French Open,2024-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Alcaraz C.,Korda S.,3,28.0,7300,1565.0,6.0,4.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.1,7.0,1.11,8.29,1.13,8.29,1.1,7.11
ATP,2024,32,Paris,French Open,2024-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,De Minaur A.,Struff J.L.,11,41.0,3490,1090.0,4.0,6.0,6.0,4.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.8,2.0,1.92,1.99,1.92,2.0,1.86,1.95
ATP,2024,32,Paris,French Open,2024-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Auger-Aliassime F.,Shelton B.,21,15.0,1885,2500.0,6.0,4.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.57,2.38,1.57,2.58,1.67,2.58,1.56,2.44
ATP,2024,32,Paris,French Open,2024-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Medvedev D.,Machac T.,5,34.0,6295,1185.0,7.0,6.0,7.0,5.0,1.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.3,3.5,1.36,3.44,1.36,3.6,1.33,3.35
ATP,2024,32,Paris,French Open,2024-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Zverev A.,Griekspoor T.,4,25.0,6305,1635.0,3.0,6.0,6.0,4.0,6.0,2.0,4.0,6.0,7.0,6.0,3.0,2.0,Completed,1.1,7.0,1.12,7.89,1.13,7.89,1.1,7.0
ATP,2024,32,Paris,French Open,2024-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Hurkacz H.,Shapovalov D.,8,118.0,3885,540.0,6.0,3.0,7.0,6.0,4.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.4,3.0,1.43,3.05,1.46,3.05,1.42,2.92
ATP,2024,32,Paris,French Open,2024-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Rune H.,Kovalik J.,13,145.0,2700,427.0,7.0,5.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,Completed,1.11,6.5,1.13,7.19,1.15,7.19,1.12,6.4
ATP,2024,32,Paris,French Open,2024-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Cerundolo F.,Paul T.,27,14.0,1590,2655.0,3.0,6.0,6.0,3.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,2.3,1.62,2.36,1.67,2.4,1.7,2.25,1.66
ATP,2024,32,Paris,French Open,2024-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Fritz T.,Kokkinakis T.,12,100.0,2980,623.0,6.0,3.0,6.0,2.0,6.0,7.0,5.0,7.0,6.0,3.0,3.0,2.0,Completed,1.14,5.5,1.14,6.59,1.17,7.53,1.14,5.81
ATP,2024,32,Paris,French Open,2024-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Dimitrov G.,Bergs Z.,10,104.0,3555,611.0,6.0,3.0,7.0,6.0,4.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.2,4.5,1.2,5.28,1.23,5.28,1.19,4.83
ATP,2024,32,Paris,French Open,2024-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Ruud C.,Etcheverry T.,7,29.0,4425,1550.0,6.0,4.0,1.0,6.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.22,4.33,1.23,4.65,1.26,4.65,1.22,4.27
ATP,2024,32,Paris,French Open,2024-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Musetti L.,1,30.0,9960,1370.0,7.0,5.0,6.0,7.0,2.0,6.0,6.0,3.0,6.0,0.0,3.0,2.0,Completed,1.2,4.5,1.22,4.86,1.25,4.89,1.2,4.57
ATP,2024,32,Paris,French Open,2024-06-02,Grand Slam,Outdoor,Clay,4th Round,5,Tsitsipas S.,Arnaldi M.,9,35.0,3700,1165.0,3.0,6.0,7.0,6.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.17,5.0,1.22,4.97,1.28,5.05,1.2,4.65
ATP,2024,32,Paris,French Open,2024-06-02,Grand Slam,Outdoor,Clay,4th Round,5,Alcaraz C.,Auger-Aliassime F.,3,21.0,7300,1885.0,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.11,6.5,1.12,7.55,1.16,7.55,1.12,6.56
ATP,2024,32,Paris,French Open,2024-06-02,Grand Slam,Outdoor,Clay,4th Round,5,Dimitrov G.,Hurkacz H.,10,8.0,3555,3885.0,7.0,6.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.62,2.3,1.59,2.53,1.65,2.53,1.59,2.38
ATP,2024,32,Paris,French Open,2024-06-02,Grand Slam,Outdoor,Clay,4th Round,5,Sinner J.,Moutet C.,2,79.0,8770,720.0,2.0,6.0,6.0,3.0,6.0,2.0,6.0,1.0,,,3.0,1.0,Completed,1.05,11.0,1.05,14.36,1.08,14.36,1.05,10.75
ATP,2024,32,Paris,French Open,2024-06-03,Grand Slam,Outdoor,Clay,4th Round,5,De Minaur A.,Medvedev D.,11,5.0,3490,6295.0,4.0,6.0,6.0,2.0,6.0,1.0,6.0,3.0,,,3.0,1.0,Completed,2.38,1.57,2.39,1.65,2.5,1.65,2.36,1.59
ATP,2024,32,Paris,French Open,2024-06-03,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Cerundolo F.,1,27.0,9960,1590.0,6.0,1.0,5.0,7.0,3.0,6.0,7.0,5.0,6.0,3.0,3.0,2.0,Completed,1.14,5.5,1.19,5.55,1.19,5.75,1.16,5.27
ATP,2024,32,Paris,French Open,2024-06-03,Grand Slam,Outdoor,Clay,4th Round,5,Ruud C.,Fritz T.,7,12.0,4425,2980.0,7.0,6.0,3.0,6.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.36,3.2,1.33,3.69,1.4,3.69,1.32,3.41
ATP,2024,32,Paris,French Open,2024-06-03,Grand Slam,Outdoor,Clay,4th Round,5,Zverev A.,Rune H.,4,13.0,6305,2700.0,4.0,6.0,6.0,1.0,5.0,7.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,1.36,3.2,1.38,3.35,1.42,3.4,1.35,3.21
ATP,2024,32,Paris,French Open,2024-06-04,Grand Slam,Outdoor,Clay,Quarterfinals,5,Sinner J.,Dimitrov G.,2,10.0,8770,3555.0,6.0,2.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.2,4.5,1.21,5.08,1.23,5.08,1.2,4.66
ATP,2024,32,Paris,French Open,2024-06-04,Grand Slam,Outdoor,Clay,Quarterfinals,5,Alcaraz C.,Tsitsipas S.,3,9.0,7300,3700.0,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.2,4.5,1.25,4.4,1.26,4.5,1.23,4.25
ATP,2024,32,Paris,French Open,2024-06-05,Grand Slam,Outdoor,Clay,Quarterfinals,5,Ruud C.,Djokovic N.,7,1.0,4425,9960.0,,,,,,,,,,,,,Walkover,1.8,2.0,1.74,2.18,1.82,2.2,1.76,2.09
ATP,2024,32,Paris,French Open,2024-06-05,Grand Slam,Outdoor,Clay,Quarterfinals,5,Zverev A.,De Minaur A.,4,11.0,6305,3490.0,6.0,4.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.36,3.2,1.4,3.23,1.46,3.4,1.37,3.11
ATP,2024,32,Paris,French Open,2024-06-07,Grand Slam,Outdoor,Clay,Semifinals,5,Alcaraz C.,Sinner J.,3,2.0,7300,8770.0,2.0,6.0,6.0,3.0,3.0,6.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.62,2.3,1.68,2.28,1.73,2.3,1.67,2.22
ATP,2024,32,Paris,French Open,2024-06-07,Grand Slam,Outdoor,Clay,Semifinals,5,Zverev A.,Ruud C.,4,7.0,6305,4425.0,2.0,6.0,6.0,2.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.8,2.0,1.81,2.08,1.82,2.13,1.79,2.03
ATP,2024,32,Paris,French Open,2024-06-09,Grand Slam,Outdoor,Clay,The Final,5,Alcaraz C.,Zverev A.,3,4.0,7300,6305.0,6.0,3.0,2.0,6.0,5.0,7.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,1.33,3.4,1.36,3.32,1.39,3.4,1.35,3.26
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Fognini F.,Van Assche L.,94,104.0,635,585.0,6.0,1.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,2.0,1.8,2.2,1.75,2.2,1.82,2.08,1.75
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Shang J.,Garin C.,91,106.0,658,570.0,7.0,5.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.8,2.0,1.9,2.01,1.91,2.1,1.84,1.97
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Ruud C.,Bolt A.,8,234.0,4025,252.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.4,3.0,1.45,3.0,1.45,3.2,1.4,2.97
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Coric B.,Meligeni Alves F.,89,145.0,664,403.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.62,2.3,1.61,2.49,1.66,2.49,1.59,2.37
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Struff J.L.,Marozsan F.,41,43.0,1135,1047.0,6.0,4.0,6.0,7.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.25,4.0,1.23,4.8,1.26,4.8,1.22,4.3
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Dimitrov G.,Lajovic D.,10,56.0,3750,871.0,6.0,3.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.03,15.0,1.05,14.72,1.05,21.59,1.04,12.61
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Shapovalov D.,Jarry N.,121,20.0,530,1825.0,6.0,1.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.57,2.38,1.58,2.56,1.63,2.56,1.57,2.41
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Tiafoe F.,Arnaldi M.,29,35.0,1355,1245.0,6.0,7.0,2.0,6.0,6.0,1.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,1.62,2.3,1.76,2.19,1.79,2.32,1.7,2.16
ATP,2024,39,London,Wimbledon,2024-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Thompson J.,Kotov P.,40,53.0,1206,893.0,5.0,7.0,5.0,7.0,6.0,4.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.22,4.33,1.24,4.62,1.29,4.62,1.23,4.18
