Tour,Year,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Agassi A.,Vahaly B.,2.0,93,7.0,5.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.063,7.5,,,1.02,6.0,,,1.02,7.5
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Ancic M.,Waske A.,88.0,120,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.727,2.0,,,1.6,1.9,,,1.6,1.95
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Arthurs W.,Daniel M.,52.0,241,6.0,7.0,3.0,6.0,7.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.364,3.0,,,1.35,2.5,,,1.46,2.2
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Canas G.,Voltchkov V.,18.0,71,6.0,3.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.25,3.75,,,1.25,3.0,,,1.19,3.45
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Coria G.,Clavet F.,45.0,118,6.0,4.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,Completed,1.25,3.4,,,1.2,3.3,,,1.16,3.85
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Costa A.,Prinosil D.,8.0,213,6.0,4.0,6.0,1.0,3.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.333,3.25,,,1.2,3.3,,,1.18,3.5
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Draper S.,Kim A.,139.0,116,7.0,5.0,6.0,3.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.667,2.1,,,1.6,1.9,,,1.5,2.15
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Escude N.,Motomura G.,37.0,233,6.0,1.0,2.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.083,7.0,,,1.1,4.5,,,1.05,6.1
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Ferreira W.,Robredo T.,39.0,32,5.0,7.0,6.0,0.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.615,2.2,,,1.55,2.0,,,1.48,2.17
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Ferrero J.C.,Squillari F.,4.0,79,7.0,6.0,3.0,6.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.2,4.333,,,1.15,3.8,,,1.03,7.0
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Johansson J.,77.0,221,6.0,3.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,1.333,3.25,,,1.35,2.5,,,1.3,2.85
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Furlan R.,Pavel A.,184.0,25,4.0,1.0,,,,,,,,,0.0,0.0,Retired,3.25,1.333,,,2.5,1.35,,,3.0,1.25
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Gambill J.M.,Llodra M.,33.0,110,6.0,2.0,7.0,5.0,6.0,7.0,2.0,6.0,6.0,2.0,3.0,2.0,Completed,1.25,3.5,,,1.2,3.3,,,1.09,4.7
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Gaudio G.,Enqvist T.,21.0,47,7.0,5.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,2.0,1.727,,,1.75,1.75,,,1.7,1.8
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Meligeni F.,16.0,75,6.0,4.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.125,5.5,,,1.1,4.5,,,1.09,4.7
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Kafelnikov Y.,Morrison J.,27.0,99,7.0,6.0,6.0,3.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.444,2.625,,,1.35,2.5,,,1.53,2.07
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Kratochvil M.,Sanguinetti D.,78.0,48,6.0,3.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,1.727,2.0,,,1.8,1.7,,,1.75,1.75
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Kucera K.,Vacek J.,80.0,111,6.0,2.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.4,2.75,,,1.3,2.7,,,1.3,2.85
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Lapentti N.,Benneteau J.,30.0,253,6.0,0.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,1.286,3.5,,,1.3,2.7,,,1.21,3.35
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Lee H.T.,Ferrer D.,67.0,54,5.0,7.0,6.0,2.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.615,2.2,,,1.55,2.0,,,1.61,1.94
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Lisnard J.R.,Gaudenzi A.,89.0,121,6.0,4.0,2.0,6.0,6.0,1.0,4.0,6.0,6.0,1.0,3.0,2.0,Completed,1.5,2.5,,,1.55,2.0,,,1.43,2.28
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Luczak P.,Savolt A.,178.0,97,7.0,5.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.727,2.0,,,1.55,2.0,,,1.58,1.97
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Mantilla F.,Zabaleta M.,73.0,46,4.0,6.0,7.0,5.0,6.0,3.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,1.833,1.833,,,1.85,1.65,,,1.78,1.72
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Moya C.,Norman D.,5.0,98,7.0,5.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.083,7.0,,,1.1,4.5,,,1.06,5.5
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Davydenko N.,41.0,61,6.0,3.0,3.0,6.0,3.0,6.0,6.0,2.0,7.0,5.0,3.0,2.0,Completed,1.833,1.833,,,1.75,1.75,,,1.8,1.7
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Philippoussis M.,Verkerk M.,104.0,85,6.0,4.0,6.0,4.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.286,3.5,,,1.3,2.7,,,1.23,3.17
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Rochus C.,Labadze I.,135.0,95,6.0,2.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.727,2.0,,,1.5,2.1,,,1.66,1.88
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Sanchez D.,Pless K.,60.0,82,5.0,7.0,6.0,3.0,1.0,6.0,6.0,4.0,10.0,8.0,3.0,2.0,Completed,2.25,1.571,,,2.0,1.55,,,2.05,1.55
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Phau B.,34.0,157,6.0,4.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.333,3.25,,,1.25,3.0,,,1.2,3.45
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Sargsian S.,Calleri A.,94.0,51,6.0,4.0,3.0,6.0,7.0,6.0,6.0,0.0,,,3.0,1.0,Completed,2.25,1.571,,,1.8,1.7,,,1.9,1.65
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Schalken S.,Brasington J.,20.0,138,6.0,4.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,,,,,1.2,3.3,,,1.14,4.05
ATP,2003,6,Melbourne,Australian Open,2003-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,Melzer J.,14.0,90,7.0,5.0,6.0,4.0,1.0,6.0,6.0,0.0,,,3.0,1.0,Completed,1.083,7.0,,,1.05,5.0,,,1.04,6.5
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Acasuso J.,Carraz G.,42.0,130,5.0,7.0,4.0,3.0,,,,,,,0.0,1.0,Retired,1.833,1.833,,,1.9,1.6,,,1.9,1.65
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Vanek J.,28.0,219,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.125,5.5,,,1.1,4.5,1.071,7.0,1.04,7.0
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Burgsmuller L.,Balcells J.,76.0,109,6.0,4.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,Completed,1.615,2.2,,,1.6,1.9,1.615,2.2,1.48,2.17
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Chela J.I.,Beck K.,26.0,114,6.0,4.0,3.0,6.0,6.0,1.0,6.0,0.0,,,3.0,1.0,Completed,1.143,5.0,,,1.15,3.8,1.143,5.0,1.12,4.35
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Crabb J.,Ilie A.,206.0,525,6.0,3.0,3.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.533,2.375,,,1.5,2.1,,,1.47,2.18
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Dupuis A.,Diaz J.,70.0,433,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.222,4.0,,,1.15,3.8,1.167,4.5,1.13,4.25
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,El Aynaoui Y.,Gimelstob J.,22.0,106,2.0,6.0,4.0,6.0,6.0,4.0,1.0,0.0,,,1.0,2.0,Retired,1.167,4.5,,,1.15,3.8,1.167,4.5,1.14,4.05
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Saretta F.,6.0,83,7.0,6.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.125,5.5,,,1.15,3.8,,,1.09,4.7
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Ginepri R.,Rosset M.,101.0,103,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.533,2.375,,,1.45,2.2,1.5,2.5,1.38,2.42
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez F.,Varlet J.,17.0,160,6.0,2.0,3.0,6.0,4.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.167,4.5,,,1.15,3.8,,,1.12,4.35
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Larsson M.,1.0,155,6.0,3.0,3.0,6.0,6.0,1.0,6.0,7.0,6.0,2.0,3.0,2.0,Completed,1.04,9.0,,,1.03,5.5,,,1.04,6.75
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Knowle J.,Henry R.,131.0,578,5.0,7.0,6.0,4.0,6.0,2.0,7.0,5.0,,,3.0,1.0,Completed,1.8,1.909,,,1.7,1.8,,,1.75,1.75
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Krajicek R.,Reid T.,92.0,295,3.0,6.0,6.0,2.0,6.0,2.0,6.0,1.0,,,3.0,1.0,Completed,1.167,4.5,,,1.15,3.8,1.2,4.0,1.8,1.7
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Kuerten G.,Arazi H.,29.0,102,6.0,4.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.222,4.0,,,1.25,3.0,1.2,4.0,1.16,3.85
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Kutsenko V.,Ljubicic I.,185.0,50,6.0,3.0,6.0,4.0,1.0,6.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,4.0,1.222,,,3.3,1.2,,,4.05,1.14
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Larkham T.,Mamiit C.,235.0,107,6.0,7.0,6.0,3.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,2.375,1.533,,,1.9,1.6,,,2.28,1.43
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Corretja A.,62.0,19,6.0,7.0,7.0,6.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2.75,1.4,,,2.5,1.35,3.0,1.333,2.65,1.34
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Malisse X.,Hrbaty D.,23.0,44,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.615,2.2,,,1.7,1.8,1.909,1.8,1.75,1.75
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Martin A.,Bogomolov Jr. A.,66.0,169,6.0,2.0,6.0,4.0,6.0,7.0,4.0,6.0,6.0,1.0,3.0,2.0,Completed,1.4,2.75,,,1.35,2.5,,,1.33,2.7
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Montanes A.,Puerta M.,81.0,117,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.533,2.375,,,1.55,2.0,1.533,2.375,1.48,2.17
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Nalbandian D.,Golmard J.,12.0,141,3.0,6.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Retired,,,,,1.35,2.5,,,1.4,2.5
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Novak J.,Spadea V.,7.0,68,6.0,2.0,2.0,6.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,1.167,4.5,,,1.2,3.3,1.167,4.5,1.13,4.25
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Rochus O.,Di Pasquale A.,64.0,100,4.0,6.0,4.0,6.0,6.0,3.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.727,2.0,,,1.75,1.75,1.833,1.833,1.62,1.93
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Krajan Z.,10.0,105,6.0,7.0,6.0,2.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,,,,,1.05,5.0,1.063,7.0,1.04,7.0
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Sluiter R.,3.0,72,6.0,4.0,4.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,,,,,1.2,3.3,,,1.17,3.7
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Portas A.,36.0,86,6.0,3.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,1.125,5.5,,,1.15,3.8,1.125,5.5,1.09,4.7
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Sirianni J.,Mirnyi M.,252.0,49,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,9.0,1.04,,,5.0,1.05,8.0,1.05,5.4,1.07
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Carlsen K.,69.0,63,6.0,0.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,Completed,1.909,1.8,,,1.9,1.6,,,1.75,1.75
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Vicente F.,Horna L.,58.0,87,3.0,6.0,4.0,6.0,6.0,3.0,7.0,6.0,6.0,1.0,3.0,2.0,Completed,1.4,2.75,,,1.35,2.5,1.4,2.75,1.4,2.4
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Vinciguerra A.,Koubek S.,145.0,35,6.0,4.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,2.5,1.5,,,2.3,1.4,,,2.25,1.45
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Voinea A.,Sa A.,59.0,65,6.0,2.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,,,,,1.75,1.75,1.727,2.0,2.05,1.54
ATP,2003,6,Melbourne,Australian Open,2003-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Gasquet R.,31.0,156,3.0,6.0,6.0,0.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,1.4,2.75,,,1.4,2.3,1.4,2.75,1.38,2.42
ATP,2003,6,Melbourne,Australian Open,2003-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Agassi A.,Lee H.T.,2.0,67,6.0,1.0,6.0,0.0,6.0,0.0,,,,,3.0,0.0,Completed,1.125,5.5,,,1.15,3.8,1.111,5.5,1.09,4.7
ATP,2003,6,Melbourne,Australian Open,2003-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Ancic M.,Schalken S.,88.0,20,6.0,3.0,1.0,6.0,6.0,7.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,2.75,1.4,,,2.5,1.35,2.875,1.364,3.0,1.27
ATP,2003,6,Melbourne,Australian Open,2003-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Coria G.,Canas G.,45.0,18,6.0,2.0,4.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,2.25,1.571,,,1.85,1.65,2.25,1.571,2.2,1.46
ATP,2003,6,Melbourne,Australian Open,2003-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Costa A.,Draper S.,8.0,139,6.0,4.0,6.0,7.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.4,2.75,,,1.45,2.2,1.4,2.75,1.43,2.28
ATP,2003,6,Melbourne,Australian Open,2003-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Escude N.,Rochus C.,37.0,135,1.0,6.0,6.0,2.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.25,3.75,,,1.25,3.0,1.222,3.75,1.18,3.5
ATP,2003,6,Melbourne,Australian Open,2003-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Ferreira W.,Kratochvil M.,39.0,78,6.0,2.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,1.444,2.625,,,1.4,2.3,1.444,2.625,1.38,2.42
ATP,2003,6,Melbourne,Australian Open,2003-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrero J.C.,Lisnard J.R.,4.0,89,6.0,0.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.111,6.0,,,1.1,4.5,1.111,5.5,1.05,6.1
ATP,2003,6,Melbourne,Australian Open,2003-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Fish M.,Moya C.,77.0,5,3.0,6.0,7.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,3.0,2.0,Completed,3.0,1.364,,,2.5,1.35,3.0,1.333,3.35,1.21
ATP,2003,6,Melbourne,Australian Open,2003-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Grosjean S.,Kucera K.,16.0,80,7.0,6.0,2.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.286,3.5,,,1.3,2.7,1.222,3.75,1.18,3.5
ATP,2003,6,Melbourne,Australian Open,2003-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Lapentti N.,Sanchez D.,30.0,60,6.0,1.0,6.0,0.0,2.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.364,3.0,,,1.3,2.7,,,1.23,3.17
ATP,2003,6,Melbourne,Australian Open,2003-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Luczak P.,Furlan R.,178.0,184,7.0,6.0,4.0,6.0,6.0,0.0,6.0,2.0,,,3.0,1.0,Completed,1.533,2.375,,,1.5,2.1,1.533,2.375,1.38,2.42
ATP,2003,6,Melbourne,Australian Open,2003-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Mantilla F.,Gambill J.M.,73.0,33,5.0,7.0,6.0,4.0,4.0,6.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,2.5,1.5,,,2.3,1.4,,,2.42,1.38
ATP,2003,6,Melbourne,Australian Open,2003-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Nieminen J.,Kafelnikov Y.,41.0,27,6.0,3.0,6.0,3.0,3.0,6.0,4.0,6.0,6.0,1.0,3.0,2.0,Completed,2.2,1.615,,,1.85,1.65,2.0,1.727,2.25,1.45
ATP,2003,6,Melbourne,Australian Open,2003-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Philippoussis M.,Srichaphan P.,104.0,14,3.0,6.0,6.0,1.0,1.0,6.0,7.0,5.0,6.0,3.0,3.0,2.0,Completed,2.5,1.5,,,2.2,1.45,2.5,1.5,2.75,1.32
ATP,2003,6,Melbourne,Australian Open,2003-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Santoro F.,Arthurs W.,34.0,52,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Retired,1.533,2.375,,,1.4,2.3,1.5,2.5,1.34,2.65
ATP,2003,6,Melbourne,Australian Open,2003-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Sargsian S.,Gaudio G.,94.0,21,2.0,6.0,7.0,5.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,2.625,1.444,,,2.2,1.45,2.625,1.444,2.7,1.33
ATP,2003,6,Melbourne,Australian Open,2003-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Blake J.,Acasuso J.,28.0,42,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.111,6.0,,,1.1,4.5,1.1,6.0,1.05,6.1
ATP,2003,6,Melbourne,Australian Open,2003-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,El Aynaoui Y.,Kutsenko V.,22.0,185,6.0,2.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.25,3.75,,,1.15,3.8,1.2,4.0,1.14,4.05
ATP,2003,6,Melbourne,Australian Open,2003-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Burgsmuller L.,6.0,76,6.0,3.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,1.1,6.5,,,1.1,4.5,1.1,6.0,1.03,7.0
ATP,2003,6,Melbourne,Australian Open,2003-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Larkham T.,1.0,235,6.0,1.0,6.0,0.0,6.0,1.0,,,,,3.0,0.0,Completed,1.02,11.0,,,1.03,5.5,1.04,9.0,1.01,9.0
ATP,2003,6,Melbourne,Australian Open,2003-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Ginepri R.,62.0,101,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.667,2.1,,,1.75,1.75,,,1.52,2.1
ATP,2003,6,Melbourne,Australian Open,2003-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Malisse X.,Dupuis A.,23.0,70,6.0,3.0,5.0,7.0,7.0,6.0,7.0,5.0,,,3.0,1.0,Completed,1.3,3.4,,,1.25,3.0,1.286,3.25,1.23,3.17
ATP,2003,6,Melbourne,Australian Open,2003-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Martin A.,Gonzalez F.,66.0,17,6.0,7.0,6.0,3.0,6.0,1.0,7.0,6.0,,,3.0,1.0,Completed,3.25,1.333,,,2.3,1.4,3.0,1.333,2.86,1.29
ATP,2003,6,Melbourne,Australian Open,2003-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Nalbandian D.,Crabb J.,12.0,206,6.0,1.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.286,3.5,,,1.3,2.7,,,1.23,3.17
ATP,2003,6,Melbourne,Australian Open,2003-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Novak J.,Rochus O.,7.0,64,7.0,6.0,7.0,6.0,4.0,6.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.167,4.5,,,1.15,3.8,1.143,5.0,1.09,4.7
ATP,2003,6,Melbourne,Australian Open,2003-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Roddick A.,Voinea A.,10.0,59,6.0,2.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.167,4.5,,,1.15,3.8,,,1.11,4.7
ATP,2003,6,Melbourne,Australian Open,2003-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Safin M.,Montanes A.,3.0,81,6.0,3.0,4.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.083,7.0,,,1.05,5.0,1.063,8.0,1.02,7.5
ATP,2003,6,Melbourne,Australian Open,2003-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Schuettler R.,Krajicek R.,36.0,92,6.0,3.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.727,2.0,,,1.7,1.8,1.667,2.1,1.67,1.85
ATP,2003,6,Melbourne,Australian Open,2003-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Stepanek R.,Kuerten G.,69.0,29,5.0,7.0,6.0,3.0,7.0,5.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,4.0,1.222,,,3.3,1.2,,,4.05,1.14
